sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2815704,Initial Access,Exploitation of Public-Facing Application,T1190,Exploit Public-Facing Application,T1190,"The rule detects an exploit attempt targeting a vulnerability in a web browser, which aligns with initial access through the exploitation of public-facing applications.",ext to int,CVE-2016-0002,1/13/16 5:59,10,4.9,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects an attempt to exploit a known vulnerability (CVE-2016-0002) in web clients, indicating a successful compromise attempt which poses a significant risk to endpoint security.","exploit,client,javascript,attempt,Web_Client_Attacks**"
2815705,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects a vulnerability in web browsers that could be exploited to execute malicious code on a client endpoint, aligning with initial access tactics where attackers aim to compromise a system.",ext to int,CVE-2016-0003,1/13/16 5:59,10,8.6,"Microsoft Edge allows remote attackers to execute arbitrary code via unspecified vectors, aka ""Microsoft Edge Memory Corruption Vulnerability.""",7,Malware,"The rule detects a known vulnerability (CVE-2016-0003) that can lead to a successful compromise of client endpoints, warranting a higher impact score.","browser,vulnerability,client,javascript,Web_Client_Attacks**"
2815818,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule targets exploit kits like Nuclear EK that aim to compromise client systems by exploiting vulnerabilities in public-facing applications, primarily through malicious HTTP requests.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential delivery of the Nuclear Exploit Kit, which is known for successfully compromising systems and delivering malware.","exploit,nuclear,http,landing,Exploit_Kit, Nuclear**"
2815846,Initial Access,Reconnaissance,TA0043,External Remote Services,T1133,"The rule detects HTTP requests to an external IP lookup service, which could indicate an attempt to gather information about the attacker's external IP address, facilitating initial access or reconnaissance activities.",ext to int,,,,,,3,Phishing,"The rule detects a potential external IP lookup which may indicate a phishing attempt; however, it does not confirm a successful compromise.","iplookup,anomaly,http,external"
2815876,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is often associated with TOR usage that can be utilized for command and control communications by malware, indicating potential malicious behavior.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential use of TOR for C2 or malicious activity. However, it does not confirm a successful compromise, leading to a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2815877,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with TOR usage. TOR can be used for Command and Control communication, indicating potential malicious activity or policy violations.",int to any,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate the use of TOR for potentially malicious purposes, but does not confirm a successful compromise.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2815878,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains suggests potential use of TOR for command and control communications, which is often associated with malicious activity.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR for potential C2 activities. However, it does not confirm a successful compromise, thus a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2815879,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which may indicate the use of TOR for command and control purposes. This behavior is often associated with malware communicating over the TOR network, making it relevant to the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential use of TOR for C2. However, it does not confirm a successful compromise, hence the lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2816023,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of an exploit kit landing page, which is commonly used to gain initial access to a target system.",ext to int,,,,,,8,Malware,"The rule detects a potential successful compromise via an exploit kit, indicating a significant threat to the network.","exploit,kit,http,landing"
2816024,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic associated with exploit kits, which are typically used to gain initial access to a system by exploiting vulnerabilities in public-facing applications.",ext to int,,,,,,8,Malware,"The rule detects an exploit kit landing page, indicating a successful compromise where malware may be delivered to the internal network.","exploit,kit,http,landing"
2816112,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071.001,"The rule detects DNS queries to a .onion domain, commonly associated with Tor, which can be used for Command and Control communications. This indicates a potential risk of compromised assets leveraging Tor for C2, warranting further investigation.",ext to int,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2. However, it does not confirm a successful compromise.","dns,anomaly,policy,tor,DNS_Onion_Query**"
2816123,Initial Access,Drive-by Compromise,T1189,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of vulnerabilities in web clients, specifically targeting browsers to execute malicious payloads through drive-by downloads, indicating an initial access phase.",ext to int,CVE-2016-0022,2/10/16 11:59,10,8.6,"Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-0052.",7,Malware,"The rule detects a specific vulnerability (CVE-2016-0022) that can lead to a successful compromise of client endpoints through malicious RTF files, indicating a high potential impact.","rtf,drawing,exploit,client,Web_Client_Attacks**"
2816124,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of vulnerabilities in web browsers through malformed XSLT payloads, indicating an attempt to gain initial access by exploiting client-side applications.",ext to int,CVE-2016-0033,2/10/16 11:59,2.9,10,"Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 does not prevent recursive compilation of XSLT transforms, which allows remote attackers to cause a denial of service (performance degradation) via crafted XSLT data, aka "".NET Framework Stack Overflow Denial of Service Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a potential successful exploitation of a known CVE targeting web client vulnerabilities, indicating a serious threat to endpoint security.","web,client,payload,exploit,Web_Client_Attacks**"
2816125,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Client Vulnerabilities,T1203.001,"The rule detects a potential exploitation of a vulnerability in web client software, specifically targeting malformed XSLT payloads, which can lead to unauthorized execution of code on the client endpoint during initial access.",ext to int,CVE-2016-0033,2/10/16 11:59,2.9,10,"Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 does not prevent recursive compilation of XSLT transforms, which allows remote attackers to cause a denial of service (performance degradation) via crafted XSLT data, aka "".NET Framework Stack Overflow Denial of Service Vulnerability.""",7,Malware,"The rule detects a potential exploit targeting web browsers, indicating a successful compromise could occur if the payload is executed.","webclient,xml,malformation,cve,Web_Client_Attacks**"
2816132,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects an attempt to exploit a vulnerability in web client software to facilitate the download of a malicious file, indicative of a drive-by download attack, which falls under Initial Access.",ext to int,CVE-2016-0042,2/10/16 11:59,10,3.9,"Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 mishandle DLL loading, which allows local users to gain privileges via a crafted application, aka ""Windows DLL Loading Remote Code Execution Vulnerability.""",7,Malware,"The rule detects a successful exploitation attempt against a known vulnerability (CVE-2016-0042) in Microsoft Rich Text File handling, which can lead to a compromise of client endpoints.","webclient,rtf,vulnerability,attempted-user,Web_Client_Attacks**"
